기간,자치구,동,합계,,,자영업주 및 무급가족,,상용근로자,,임시 및 일용근로자,,기타 종사자,
기간,자치구,동,사업체수,총종사자수,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수
2013,구로구,소계,"35,352","193,660","79,624","30,999","11,341","138,525","55,146","18,987","9,875","5,149","3,262"
2013,구로구,신도림동,"2,569","13,854","6,402","2,222",722,"8,578","4,118","2,640","1,247",414,315
2013,구로구,구로1동,675,"2,971","1,454",689,293,"1,617",660,661,501,4,-
2013,구로구,구로3동,"5,737","78,879","28,373","2,647",981,"68,708","23,469","5,857","3,047","1,667",876
2013,구로구,구로4동,"2,011","5,476","2,993","2,272","1,156","2,508","1,376",538,341,158,120
2013,구로구,구로5동,"4,619","24,401","11,633","3,966","1,241","16,172","7,865","2,866","1,534","1,397",993
2013,구로구,고척1동,"2,456","7,829","3,135","2,382",718,"4,615","1,993",809,416,23,8
2013,구로구,고척2동,"1,155","3,432","1,808","1,256",639,"1,701",870,380,229,95,70
2013,구로구,개봉2동,"1,170","2,703","1,386","1,235",514,"1,155",676,269,168,44,28
2013,구로구,개봉3동,"1,002","3,803","1,629","1,056",442,"1,439",814,"1,248",340,60,33
2013,구로구,오류1동,"1,080","4,353","2,239","1,162",540,"2,298","1,075",596,386,297,238
2013,구로구,오류2동,"1,406","6,306","2,293","1,397",530,"4,189","1,439",558,315,162,9
2013,구로구,수궁동,"1,091","5,602","1,935","1,104",409,"4,005","1,314",397,143,96,69
2013,구로구,가리봉동,"1,032","2,877","1,639","1,239",609,994,628,424,233,220,169
2013,구로구,구로2동,"7,577","25,793","10,043","6,547","1,803","17,935","7,516","1,022",542,289,182
2013,구로구,개봉1동,"1,772","5,381","2,662","1,825",744,"2,611","1,333",722,433,223,152
2013,금천구,소계,"28,406","203,455","75,230","22,459","8,384","158,643","54,592","17,559","9,373","4,794","2,881"
2013,금천구,가산동,"11,813","140,007","48,108","5,787","2,036","121,015","39,370","10,403","5,227","2,802","1,475"
2013,금천구,독산1동,"3,233","18,814","6,926","3,000","1,105","13,093","4,187","2,174","1,287",547,347
2013,금천구,독산2동,"1,237","3,323","1,633","1,318",534,"1,326",697,499,271,180,131
2013,금천구,독산3동,"2,226","8,511","3,994","2,299",935,"4,945","2,159",810,561,457,339
2013,금천구,독산4동,"1,060","3,096","1,565","1,113",475,"1,327",625,522,372,134,93
2013,금천구,시흥1동,"3,018","13,368","6,744","3,383","1,559","7,926","3,884","1,718","1,015",341,286
2013,금천구,시흥2동,551,"1,787","1,044",553,200,"1,039",720,86,44,109,80
2013,금천구,시흥3동,"3,182","9,142","2,493","2,730",565,"5,523","1,653",761,230,128,45
2013,금천구,시흥4동,882,"1,956","1,017",925,370,753,470,250,159,28,18
2013,금천구,시흥5동,"1,204","3,451","1,706","1,351",605,"1,696",827,336,207,68,67
2013,영등포구,소계,"42,151","337,027","136,018","36,394","13,753","257,210","99,214","31,339","16,321","12,084","6,730"
2013,영등포구,여의동,"7,564","150,020","56,880","4,143","1,934","130,680","47,229","11,143","5,723","4,054","1,994"
2013,영등포구,당산1동,"3,092","16,953","7,451","2,769","1,016","11,461","4,886","1,573",733,"1,150",816
2013,영등포구,당산2동,"2,164","16,477","7,986","1,852",829,"11,383","5,030","1,979","1,070","1,263","1,057"
2013,영등포구,양평1동,"3,186","19,922","7,114","2,646",507,"13,968","4,956","2,974","1,409",334,242
2013,영등포구,양평2동,"2,074","18,234","6,422","1,559",597,"14,769","4,955","1,443",500,463,370
2013,영등포구,신길1동,"1,177","4,035","2,053","1,358",612,"2,261","1,167",374,246,42,28
2013,영등포구,신길3동,"1,007","3,056","1,319","1,120",512,"1,634",651,286,150,16,6
2013,영등포구,신길4동,595,"1,567",801,598,238,729,377,139,85,101,101
2013,영등포구,신길5동,689,"2,079",836,674,229,"1,125",430,175,95,105,82
2013,영등포구,신길6동,"1,232","3,974","2,055","1,235",508,"2,276","1,244",454,296,9,7
2013,영등포구,신길7동,591,"3,030","1,514",556,228,"1,954",916,458,345,62,25
2013,영등포구,대림1동,"1,129","4,079","2,322","1,253",607,"2,580","1,564",199,119,47,32
2013,영등포구,대림2동,"1,408","4,437","2,072","1,527",708,"2,397","1,098",328,176,185,90
2013,영등포구,대림3동,"2,907","10,781","4,569","2,786",853,"6,691","2,960","1,065",564,239,192
2013,영등포구,영등포본동,"1,240","4,537","2,386","1,277",593,"2,053","1,032","1,141",718,66,43
2013,영등포구,영등포동,"6,076","34,547","15,846","5,765","2,232","21,977","10,215","4,173","2,482","2,632",917
2013,영등포구,도림동,"1,025","3,138","1,203","1,036",407,"1,511",536,512,219,79,41
2013,영등포구,문래동,"4,995","36,161","13,189","4,240","1,143","27,761","9,968","2,923","1,391","1,237",687
2013,동작구,소계,"20,035","108,007","50,560","22,134","10,106","63,882","29,308","16,601","8,106","5,390","3,040"
2013,동작구,노량진2동,"1,035","5,138","2,662","1,161",561,"2,987","1,446",555,342,435,313
2013,동작구,상도1동,"1,724","6,250","3,005","1,839",820,"3,540","1,641",637,382,234,162
2013,동작구,상도2동,"1,261","4,090","2,202","1,302",621,"1,945","1,007",694,465,149,109
2013,동작구,상도3동,989,"2,720","1,460","1,152",518,"1,045",608,349,194,174,140
2013,동작구,상도4동,"1,006","2,879","1,555","1,144",480,"1,480",922,219,127,36,26
2013,동작구,사당1동,"1,744","8,660","4,262","1,683",728,"4,052","1,908","1,098",578,"1,827","1,048"
2013,동작구,사당3동,"1,037","4,303","2,108",998,390,"2,371","1,110",871,553,63,55
2013,동작구,사당4동,663,"1,638",831,768,336,655,368,190,107,25,20
2013,동작구,사당5동,517,"1,692",787,514,192,940,492,231,103,7,-
2013,동작구,대방동,"1,689","12,717","4,983","1,670",726,"7,746","3,363","2,872",628,429,266
2013,동작구,신대방1동,"1,050","4,496","2,016","1,094",518,"2,743","1,132",485,219,174,147
2013,동작구,신대방2동,"1,254","27,372","11,883","1,182",567,"21,556","8,825","3,580","2,026","1,054",465
2013,동작구,흑석동,"1,622","9,671","4,833","1,868",912,"5,561","2,869","2,147","1,006",95,46
2013,동작구,노량진1동,"2,893","11,058","5,228","4,067","1,919","4,561","2,265","1,819",855,611,189
2013,동작구,사당2동,"1,551","5,323","2,745","1,692",818,"2,700","1,352",854,521,77,54
2013,관악구,소계,"26,309","109,055","53,033","27,585","11,695","56,026","27,087","20,992","11,281","4,452","2,970"
2013,관악구,보라매동,"1,316","4,966","2,579","1,325",627,"3,044","1,578",544,364,53,10
2013,관악구,청림동,430,"1,059",571,468,223,389,222,144,86,58,40
2013,관악구,행운동,"1,397","5,161","2,710","1,455",640,"2,699","1,421",941,603,66,46
2013,관악구,낙성대동,"1,277","7,971","3,965","1,248",571,"5,171","2,520",954,504,598,370
2013,관악구,중앙동,"1,469","4,681","2,441","1,479",446,"2,190","1,263",496,332,516,400
2013,관악구,인헌동,"1,123","4,406","2,261","1,257",558,"2,580","1,439",521,240,48,24
2013,관악구,남현동,842,"5,952","2,735",821,383,"3,370","1,293","1,420",768,341,291
2013,관악구,서원동,"1,298","6,702","3,626","1,357",584,"3,457","1,890","1,452",827,436,325
2013,관악구,신원동,877,"2,256","1,220","1,039",476,899,556,172,92,146,96
2013,관악구,서림동,857,"2,755","1,153",933,370,"1,188",526,541,190,93,67
2013,관악구,신사동,"1,451","4,365","2,127","1,590",684,"1,836",889,735,410,204,144
2013,관악구,신림동,"1,744","5,632","2,680","1,914",908,"2,396","1,125","1,129",519,193,128
2013,관악구,난향동,392,"1,685",827,414,151,"1,086",540,176,128,9,8
2013,관악구,조원동,"2,172","7,225","3,323","2,364",944,"3,197","1,305","1,198",741,466,333
2013,관악구,대학동,"1,562","11,988","5,330","1,690",754,"7,569","3,100","2,621","1,419",108,57
2013,관악구,은천동,"1,673","7,535","3,461","1,648",670,"3,653","1,815","1,941",837,293,139
2013,관악구,성현동,834,"2,449","1,328",852,337,"1,349",851,178,101,70,39
2013,관악구,청룡동,"1,946","12,463","6,032","1,996",917,"5,362","2,266","4,788","2,574",317,275
2013,관악구,난곡동,935,"1,988",975,953,339,922,561,109,72,4,3
2013,관악구,삼성동,"1,139","2,615","1,279","1,235",523,997,574,253,93,130,89
2013,관악구,미성동,"1,575","5,201","2,410","1,547",590,"2,672","1,353",679,381,303,86
2013,서초구,소계,"42,882","373,954","144,339","31,449","13,460","284,861","110,337","48,107","15,820","9,537","4,722"
2013,서초구,서초1동,"3,047","26,660","10,023","2,059",765,"19,820","6,989","4,178","2,028",603,241
2013,서초구,서초2동,"4,253","49,210","17,029","2,445","1,061","40,634","13,458","4,127","1,414","2,004","1,096"
2013,서초구,서초3동,"6,884","65,115","26,065","4,364","1,516","52,763","21,411","6,014","2,264","1,974",874
2013,서초구,서초4동,"2,704","27,523","12,078","2,128",825,"20,789","9,184","3,695","1,617",911,452
2013,서초구,잠원동,"2,176","13,886","6,399","1,650",725,"10,832","4,773","1,131",708,273,193
2013,서초구,반포본동,668,"2,280","1,271",667,393,"1,216",584,206,154,191,140
2013,서초구,반포1동,"1,548","9,227","3,890","1,318",613,"6,263","2,744","1,365",358,281,175
2013,서초구,반포2동,428,"2,223","1,141",383,199,"1,634",816,202,123,4,3
2013,서초구,반포3동,887,"5,949","3,296",787,384,"4,492","2,588",334,195,336,129
2013,서초구,반포4동,"3,382","29,186","14,156","3,164","1,725","20,874","9,879","4,416","2,215",732,337
2013,서초구,방배본동,"1,606","10,745","5,253","1,377",631,"8,448","4,149",704,345,216,128
2013,서초구,방배1동,"1,629","13,769","4,303","1,225",532,"6,854","2,850","5,510",811,180,110
2013,서초구,방배2동,"1,771","14,947","5,010","1,363",561,"9,824","3,757","3,099",303,661,389
2013,서초구,방배3동,"1,103","10,484","3,664",816,356,"7,815","2,837","1,756",427,97,44
2013,서초구,방배4동,"2,265","13,140","5,075","1,805",778,"8,715","3,591","2,400",578,220,128
2013,서초구,양재1동,"3,090","30,202","9,721","2,002",819,"22,458","7,711","5,301",973,441,218
2013,서초구,양재2동,"4,981","44,373","13,913","3,395","1,376","37,205","11,342","3,395","1,139",378,56
2013,서초구,내곡동,460,"5,035","2,052",501,201,"4,225","1,674",274,168,35,9
2013,강남구,소계,"62,614","617,340","259,815","43,509","18,596","487,463","203,257","63,370","26,973","22,998","10,989"
2013,강남구,신사동,"4,334","27,047","13,791","3,281","1,472","20,968","10,596","2,196","1,352",602,371
2013,강남구,논현1동,"4,970","38,902","16,957","3,453","1,405","30,234","13,488","3,918","1,617","1,297",447
2013,강남구,논현2동,"5,128","56,495","23,021","3,107","1,244","44,929","18,800","7,721","2,502",738,475
2013,강남구,삼성1동,"3,170","49,715","18,535","1,684",741,"43,400","16,261","3,609","1,192","1,022",341
2013,강남구,삼성2동,"3,008","30,057","12,556","1,970",852,"24,266","9,564","2,009","1,068","1,812","1,072"
2013,강남구,대치1동,"1,004","6,550","3,438",864,413,"3,715","1,941",809,490,"1,162",594
2013,강남구,대치4동,"3,242","26,790","11,067","2,526","1,100","19,445","7,183","2,560","1,661","2,259","1,123"
2013,강남구,역삼1동,"12,516","144,308","56,355","7,474","3,026","113,792","43,662","15,844","6,265","7,198","3,402"
2013,강남구,역삼2동,"2,956","34,579","13,974","1,971",925,"28,838","11,382","2,888","1,355",882,312
2013,강남구,도곡1동,"1,392","14,298","5,962",977,413,"11,352","4,897","1,703",585,266,67
2013,강남구,도곡2동,"1,646","18,453","7,402","1,065",510,"13,892","5,260","3,227","1,497",269,135
2013,강남구,개포1동,459,"1,318",560,496,213,668,304,123,19,31,24
2013,강남구,개포4동,"3,257","11,318","3,740","2,600",602,"7,864","2,838",699,199,155,101
2013,강남구,일원본동,492,"8,073","5,917",488,221,"7,489","5,621",72,59,24,16
2013,강남구,일원1동,894,"5,454","2,416",915,418,"3,582","1,483",671,311,286,204
2013,강남구,일원2동,575,"5,064","1,816",476,206,"3,876","1,219",639,359,73,32
2013,강남구,수서동,"1,333","17,294","6,155",768,307,"14,789","5,002","1,271",766,466,80
2013,강남구,세곡동,437,"2,422",840,387,138,"1,723",596,221,99,91,7
2013,강남구,압구정동,"3,778","28,387","15,585","2,798","1,292","22,213","12,237","2,837","1,741",539,315
2013,강남구,청담동,"3,793","36,500","17,914","2,824","1,431","27,437","13,836","5,375","2,131",864,516
2013,강남구,대치2동,"3,220","50,271","19,815","2,394","1,220","40,381","15,813","4,730","1,573","2,766","1,209"
2013,강남구,개포2동,"1,010","4,045","1,999",991,447,"2,610","1,274",248,132,196,146
2013,송파구,소계,"43,503","253,215","102,770","38,189","16,081","171,523","68,211","35,852","14,040","7,651","4,438"
2013,송파구,풍납1동,806,"2,501","1,384",802,349,"1,211",662,248,148,240,225
2013,송파구,풍납2동,"1,236","14,873","8,837","1,195",505,"11,815","7,211","1,645","1,027",218,94
2013,송파구,거여1동,828,"2,534","1,192",821,319,"1,328",638,251,152,134,83
2013,송파구,거여2동,"1,223","4,400","1,988","1,252",495,"2,428","1,054",567,334,153,105
2013,송파구,마천1동,910,"2,057",946,"1,015",418,733,440,124,63,185,25
2013,송파구,마천2동,"1,340","3,993","1,860","1,469",636,"2,158",972,310,217,56,35
2013,송파구,방이1동,"1,312","8,976","3,531","1,229",588,"6,031","2,270","1,506",527,210,146
2013,송파구,방이2동,"2,771","21,572","8,356","2,338","1,032","16,285","6,364","2,459",705,490,255
2013,송파구,오륜동,510,"4,286","1,919",385,222,"3,330","1,380",571,317,-,-
2013,송파구,오금동,"3,197","16,645","6,145","2,958",892,"10,765","3,997","2,696","1,131",226,125
2013,송파구,송파1동,"2,442","11,419","4,207","2,238",813,"5,632","2,270","3,179",838,370,286
2013,송파구,송파2동,881,"5,434","2,074",868,421,"3,650","1,321",776,234,140,98
2013,송파구,석촌동,"2,757","14,313","5,725","2,553","1,116","8,598","3,665","2,323",438,839,506
2013,송파구,삼전동,"1,972","10,176","3,511","1,945",834,"5,401","2,165","1,824",370,"1,006",142
2013,송파구,가락본동,"3,460","28,071","11,133","2,662","1,119","21,446","8,161","3,490","1,483",473,370
2013,송파구,가락1동,"3,322","11,184","3,140","1,729",708,"8,118","2,133","1,315",293,22,6
2013,송파구,가락2동,"1,832","8,739","3,751","1,748",796,"5,901","2,359",862,475,228,121
2013,송파구,문정1동,"1,434","6,648","2,388","1,200",514,"4,374","1,532","1,006",330,68,12
2013,송파구,문정2동,"2,170","10,862","4,027","1,608",663,"7,835","2,539","1,321",781,98,44
2013,송파구,장지동,"1,449","9,945","2,846","1,227",445,"7,625","1,939",902,355,191,107
2013,송파구,잠실본동,"3,052","17,039","6,880","3,067","1,339","11,180","4,362","2,413",935,379,244
2013,송파구,잠실4동,462,"1,727","1,063",477,236,"1,093",701,107,76,50,50
2013,송파구,잠실6동,"1,959","23,128","8,779","1,516",572,"16,749","5,933","3,163","1,034","1,700","1,240"
2013,송파구,잠실7동,195,976,503,186,105,763,382,24,14,3,2
2013,송파구,잠실2동,765,"3,661","2,053",632,341,"2,560","1,414",394,247,75,51
2013,송파구,잠실3동,"1,218","8,056","4,532","1,069",603,"4,514","2,347","2,376","1,516",97,66
2013,강동구,소계,"29,756","133,729","60,424","30,877","12,747","75,694","32,583","19,197","9,382","7,961","5,712"
2013,강동구,강일동,683,"14,694","3,241",670,270,"11,314","2,274","2,427",530,283,167
2013,강동구,상일동,"1,238","5,441","2,759","1,268",440,"3,056","1,680","1,045",607,72,32
2013,강동구,명일1동,"1,665","5,027","2,727","1,842",899,"2,293","1,237",726,450,166,141
2013,강동구,명일2동,"1,267","5,137","2,771","1,330",696,"2,762","1,363",766,497,279,215
2013,강동구,고덕1동,550,"1,749",883,557,217,"1,030",555,80,49,82,62
2013,강동구,고덕2동,"1,945","3,801","1,190","1,986",321,"1,424",639,325,185,66,45
2013,강동구,암사2동,812,"3,671","2,043",866,376,"2,222","1,199",573,460,10,8
2013,강동구,암사3동,603,"1,911",950,647,256,"1,093",584,141,86,30,24
2013,강동구,천호1동,"1,558","5,102","2,629","1,648",627,"2,223","1,218",854,515,377,269
2013,강동구,천호3동,"1,877","6,171","2,900","1,885",826,"3,016","1,322",814,406,456,346
2013,강동구,성내1동,"2,045","15,379","6,036","1,719",669,"9,430","3,662","3,267","1,137",963,568
2013,강동구,성내2동,"1,928","7,545","3,974","2,082",927,"3,100","1,412","1,191",627,"1,172","1,008"
2013,강동구,성내3동,"2,384","10,273","4,534","2,446","1,106","6,043","2,365","1,153",690,631,373
2013,강동구,둔촌1동,404,"1,318",576,415,203,767,281,136,92,-,-
2013,강동구,둔촌2동,"1,610","9,104","4,261","1,613",683,"6,659","3,187",531,255,301,136
2013,강동구,암사1동,"1,947","5,139","2,387","2,245",931,"2,221","1,070",566,334,107,52
2013,강동구,천호2동,"3,424","14,008","7,537","3,612","1,618","7,085","3,775","2,355","1,386",956,758
2013,강동구,길동,"3,816","18,259","9,026","4,046","1,682","9,956","4,760","2,247","1,076","2,010","1,508"
2014,합계,합계,"812,798","4,739,883","2,060,316","746,909","308,137","3,275,831","1,377,245","536,023","267,476","181,120","107,458"
2014,종로구,소계,"40,923","245,698","104,533","38,575","15,725","176,952","71,656","22,016","12,581","8,155","4,571"
2014,종로구,사직동,"3,563","42,248","17,556","2,102","1,034","36,004","14,095","2,434","1,511","1,708",916
2014,종로구,삼청동,747,"4,864","2,365",623,356,"3,554","1,543",663,453,24,13
2014,종로구,부암동,532,"3,495","1,788",466,227,"2,010","1,023",880,502,139,36
2014,종로구,평창동,661,"3,020","1,602",572,303,"1,987","1,041",255,147,206,111
2014,종로구,무악동,563,"1,494",749,535,142,745,480,153,68,61,59
2014,종로구,교남동,296,"3,228","1,868",241,98,"2,779","1,649",161,88,47,33
2014,종로구,가회동,708,"11,506","3,207",605,334,"10,214","2,500",653,362,34,11
2014,종로구,종로1.2.3.4가동,"16,071","102,493","41,100","14,639","5,596","77,350","29,831","8,018","4,093","2,486","1,580"
